Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
REV107PTDM,REV107PTDM,Reeves.rchd.org,"May 12, 2020 9:31:42 PM","REEVES\ld00751 (Since: May 6, 2020 8:05:03 AM)","May 6, 2020 1:03:38 PM",199.27.156.178/10.32.0.181;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,LENOVO,LENOVO ThinkServer TS140 ,ThinkServer TS140,MJ003KJK,Intel(R) Xeon(R) CPU E3-1225 v3 @ 3.20GHz ,7.8 GB,DameWare Development Mirror Driver 64-bit,High Definition Audio Device,WDC WD5003ABYX-01WERA2 (465GB),HL-DT-ST DVD-ROM DT80N,Intel(R) Ethernet Connection I217-LM,C,FC:4D:D4:F1:62:4E (Primary),0,0,0,0,1,0,0,4,0,1
REV121BUSOFF,REV121BUSOFF,Reeves.rchd.org,"May 12, 2020 9:31:43 PM","REEVES\ad00704 (Since: Mar 5, 2020 8:56:47 AM)","March 4, 2020 8:46:34 PM",199.27.156.178/10.32.0.206;,Reeves County Hospital,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Home & Business 2013, Build  15.0.5207.1000",Symantec Endpoint Protection,LENOVO,LENOVO ThinkServer TS140 ,ThinkServer TS140,MJ007312,Intel(R) Xeon(R) CPU E3-1225 v3 @ 3.20GHz ,7.8 GB,Intel(R) HD Graphics P4600/P4700,High Definition Audio Device,WDC WD5003ABYX-01WERA2 ATA Device (465GB),HL-DT-ST DVD-ROM DT80N ATA Device,Intel(R) Ethernet Connection I217-LM,C,FC:4D:D4:F1:66:E0 (Primary),0,0,1,0,1,0,1,3,0,4
REV120ACCT,REV120ACCT,Reeves.rchd.org,"May 12, 2020 9:31:44 PM","REEVES\lperniciaro (Since: Mar 27, 2020 3:22:01 PM)","April 16, 2020 8:20:00 AM",199.27.156.178/10.32.1.0;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,"Microsoft Office Home & Business 2013, Build  15.0.5189.1000",Symantec Endpoint Protection,LENOVO,LENOVO ThinkServer TS140 ,ThinkServer TS140,MJ0020YU,Intel(R) Xeon(R) CPU E3-1225 v3 @ 3.20GHz ,7.8 GB,Intel(R) HD Graphics P4600/P4700,High Definition Audio Device,WDC WD5003ABYX-01WERA2 (465GB),HL-DT-ST DVD-ROM DT80N,Intel(R) Ethernet Connection I217-LM,C,FC:4D:D4:D3:8E:9B (Primary),0,0,1,0,1,0,0,3,0,0
REV103RADDM,REV103RADDM,Reeves.rchd.org,"May 12, 2020 9:31:43 PM","REEVES\jramirez (Since: Apr 29, 2020 1:46:41 PM)","April 29, 2020 6:45:02 PM",199.27.156.178/10.32.0.84;,Reeves County Hospital,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Home & Business 2013, Build  15.0.5207.1000",Symantec Endpoint Protection,Hewlett-Packard,Hewlett-Packard 3396 ,HP Compaq Elite 8300 CMT,MXL3431PQR,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz ,7.88 GB,Intel(R) HD Graphics 4000,Realtek High Definition Audio,ATA ST500DM002-1BD14 SCSI Disk Device (465GB),hp DVD-RAM GHA3N SCSI CdRom Device,Intel(R) 82579LM Gigabit Network Connection,C,2C:44:FD:18:E2:67 (Primary),0,0,0,0,1,0,0,1,0,6
PT01,PT01,Reeves.rchd.org,"May 12, 2020 9:31:43 PM","REEVES\CM00604 (Since: May 12, 2020 11:09:26 AM)","April 28, 2020 7:00:48 PM",199.27.156.178/10.32.1.41;,Reeves County Hospital,Work Station,Microsoft Windows 8.1 Pro  x64,6.3,9600,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sophos Anti-Virus,Microsoft Corporation,Microsoft Corporation Surface Pro 3 ,Surface Pro 3,014281551053,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz ,7.91 GB,Intel(R) HD Graphics Family,Realtek High Definition Audio,HFS256G3AMNB-2200A (238GB),,"Marvell AVASTAR Wireless-AC Network Controller,Bluetooth Device (Personal Area Network),Surface Ethernet Adapter",C,C0:33:5E:14:EF:2D (Primary)C0:33:5E:14:EF:2E ,0,0,0,0,0,1,1,3,0,1
RCHLP123,RCHLP123,Reeves.rchd.org,"May 5, 2020 3:59:15 PM","RCHLP123\Judy (Since: Apr 28, 2020 8:33:20 AM)","April 28, 2020 1:26:34 PM",76.77.24.68/192.168.11.190;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1709,16299.214,N/A,Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0T485T ,Latitude 3490,B66TDP2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz ,7.88 GB,Intel(R) UHD Graphics 620,Realtek Audio,WDC WD5000LPLX-75ZNTT0 (465GB),,"Qualcomm QCA61x4A 802.11ac Wireless Adapter,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,54:BF:64:06:D2:8A FC:01:7C:74:58:AD (Primary)FC:01:7C:74:58:AE ,0,0,0,0,0,0,2,4,1,4
REV257REMOTE,REV257REMOTE,REEVES,"April 18, 2020 2:10:20 PM","REV257REMOTE\tntadmin (Since: Apr 16, 2020 2:30:43 PM)","April 16, 2020 7:30:32 PM",199.27.156.178/10.32.0.168;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD013DF28,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,MTFDHBA256TCK-1AS1AABHA (238GB),,"Realtek PCIe GbE Family Controller,Realtek RTL8822BE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,38:22:E2:25:7D:1B (Primary)D8:12:65:37:67:4B D8:12:65:37:67:4C ,0,0,0,0,1,0,0,3,0,0
REV262REMOTE,REV262REMOTE,REEVES,"May 10, 2020 12:11:36 AM","REV262REMOTE\Yvonne (Since: May 4, 2020 8:02:43 PM),REV262REMOTE\Irma (Since: May 4, 2020 8:06:36 PM)","April 16, 2020 8:00:39 PM",71.31.196.133/192.168.254.72;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD013DF40,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,MTFDHBA256TCK-1AS1AABHA (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8822BE 802.11ac PCIe Adapter",C,38:22:E2:25:7D:3C (Primary)D8:12:65:37:66:E3 D8:12:65:37:66:E4 ,0,0,0,0,0,0,0,3,0,0
REV261REMOTE,REV261REMOTE,REEVES,"May 12, 2020 7:18:45 PM","REV261REMOTE\Vicki (Since: May 11, 2020 9:57:12 AM),REV261REMOTE\Tobi (Since: May 11, 2020 10:14:06 AM)","May 5, 2020 12:58:39 PM",98.18.197.160/192.168.254.76;192.168.45.20;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD013DF3C,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,MTFDHBA256TCK-1AS1AABHA (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8822BE 802.11ac PCIe Adapter",C,38:22:E2:25:82:D2 (Primary)D8:12:65:37:72:F9 D8:12:65:37:72:FA ,0,0,0,0,1,0,3,2,0,0
REV259REMOTE,REV259REMOTE,REEVES,"May 12, 2020 9:31:43 PM","REV259REMOTE\Naju (Since: Apr 24, 2020 9:32:26 AM),REV259REMOTE\Rebecca (Since: May 12, 2020 9:24:17 AM)","April 17, 2020 4:19:21 PM",71.29.197.160/192.168.254.75;192.168.45.24;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139C3N,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8822BE 802.11ac PCIe Adapter",C,38:22:E2:25:7A:D5 (Primary)4C:EB:BD:CF:E9:D9 4C:EB:BD:CF:E9:DA ,0,0,0,0,1,0,0,3,0,0
