Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
PMCAPP1,PMCAPP1,pmc.local,"May 18, 2020 12:52:32 AM","PMC\rblack (Since: May 14, 2020 7:39:57 AM)","May 14, 2020 12:36:18 PM",64.20.236.4/10.21.31.98;,Preferred Management Corporation,Server,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,"Microsoft Office Professional 2007 SP3, Build  12.0.6612.1000",Symantec Endpoint Protection,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-42 0f fc f6 56 37 34 2e-8d 5b 04 f8 77 f6 ac fa,4x Intel(R) Xeon(R) CPU X5660 @ 2.80GHz ,32 GB,Standard VGA Graphics Adapter,N/A,VMware Virtual disk SCSI Disk Device (139GB),NECVMWar VMware IDE CDR10 ATA Device,Intel(R) PRO/1000 MT Network Connection,C,00:50:56:8F:00:0C (Primary),0,0,0,0,1,0,2,2,0,0
PMCCRED,PMCCRED,pmc.local,"May 18, 2020 12:52:34 AM","PMC\administrator (Since: May 1, 2020 8:21:06 AM),PMC\ecrutcher (Since: May 11, 2020 4:02:09 PM),PMC\borear (Since: Apr 24, 2020 1:51:36 PM),PMC\sjohnson (Since: Apr 27, 2020 9:18:56 AM),PMC\etrevino (Since: Apr 27, 2020 9:25:59 AM),PMC\jcarrillo (Since: Apr 28, 2020 1:31:16 PM),PMC\pbarnett (Since: Apr 28, 2020 9:07:28 AM),PMC\larchie (Since: Apr 29, 2020 8:48:10 AM),PMC\Ecarrillo (Since: May 15, 2020 2:36:50 PM)","April 24, 2020 6:12:19 PM",64.20.236.4/10.21.31.116;,Preferred Management Corporation,Server,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,"Microsoft Office Professional 2007 SP3, Build  12.0.6612.1000",Symantec Endpoint Protection,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-42 38 6f 67 26 1c 2c 43-60 df b4 68 f1 d0 6f 56,2x Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz ,32 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (174GB),NECVMWar VMware IDE CDR10 ATA Device,Intel(R) PRO/1000 MT Network Connection,C,00:50:56:B8:7E:32 (Primary),0,0,1,1,1,1,4,1,0,0
PMCCREDSQL,PMCCREDSQL,pmc.local,"May 18, 2020 12:52:31 AM","PMC\administrator (Since: Feb 19, 2020 9:37:00 AM),PMC\srwooster (Since: Jan 2, 2020 5:49:55 PM)","August 16, 2019 3:15:22 PM",64.20.236.4/10.21.31.117;,Preferred Management Corporation,Server,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,"Microsoft Office Professional 2007 SP3, Build  12.0.6612.1000",,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-42 38 1a 01 12 9e 95 9e-85 a6 1b 43 34 16 cf 2b,2x Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz ,12 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (119GB),NECVMWar VMware IDE CDR10 ATA Device,Intel(R) PRO/1000 MT Network Connection,C,00:50:56:B8:BE:FA (Primary),0,0,0,0,1,0,7,0,0,0
PMCLPT112,PMCLPT112,pmc.local,"March 25, 2020 5:41:45 PM","PMCLPT112\Preferred (Since: Mar 25, 2020 10:20:42 AM)","March 25, 2020 3:18:36 PM",12.177.172.90/10.10.9.146;,Preferred Management Corporation,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.         UL50VT     ,UL50VT,A2N0AS636545099,Genuine Intel(R) CPU U7300 @ 1.30GHz ,7.97 GB,Mobile Intel(R) 4 Series Express Chipset Family ,High Definition Audio Device,ST9500325AS ATA Device (465GB),MATSHITA DVD-RAM UJ892AS ATA Device,"Atheros AR8131 PCI-E Gigabit Ethernet Controller (NDIS 6.20),Intel(R) WiFi Link 1000 BGN,Microsoft Virtual WiFi Miniport Adapter",C,00:1E:64:4D:71:DE 00:1E:64:4D:71:DF 48:5B:39:0B:37:50 (Primary),0,0,0,0,1,0,1,3,0,0
PMC142,PMC142,pmc.local,"May 18, 2020 12:52:32 AM","PMC\lwebb (Since: May 14, 2020 8:09:59 AM)","May 11, 2020 1:19:09 PM",12.177.172.90/10.10.9.106;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.476,"Microsoft Office Standard 2010, Build  14.0.7015.1000",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:0E:9A (Primary)20:79:18:B6:0E:9E A0:1E:0B:0D:66:F6 ,0,0,0,0,1,0,13,3,0,0
PMCLPT130,PMCLPT130,WORKGROUP,"May 18, 2020 12:47:04 AM","PMCLPT130\Megan Cody (Since: May 13, 2020 9:54:18 PM)","May 14, 2020 2:53:50 AM",70.112.76.93/192.168.1.126;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2010, Build  14.0.7015.1000",Windows Defender,LENOVO,LENOVO LNVNB161216 ,80Y7,PF166VYS,Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz ,7.84 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio(SST),SAMSUNG MZVLB512HAJQ-000L2 (476GB),,"Qualcomm Atheros QCA61x4A Wireless Network Adapter,Bluetooth Device (Personal Area Network)",C,00:60:73:34:4C:BF 30:D1:6B:E3:61:37 (Primary)30:D1:6B:E3:61:38 ,0,0,0,0,1,0,0,2,0,0
PMC137,PMC137,WORKGROUP,"May 14, 2020 10:53:53 PM","PMC137\tntadmin (Since: May 14, 2020 3:50:14 PM)","May 14, 2020 8:49:49 PM",99.158.240.80/192.168.1.250;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2010, Build  14.0.7015.1000",Sentinel Agent,HP,HP 829A ,HP EliteDesk 800 G3 DM 35W,8CG83131NG,Intel(R) Core(TM) i5-6500T CPU @ 2.50GHz ,7.88 GB,Intel(R) HD Graphics 530,Synaptics HD Audio,NVMe SAMSUNG MZVLW256 SCSI Disk Device (238GB),,"Intel(R) Ethernet Connection (5) I219-LM,Intel(R) Dual Band Wireless-AC 8265,Bluetooth Device (Personal Area Network)",C,10:62:E5:11:B4:21 (Primary)30:24:32:A6:54:87 30:24:32:A6:54:8B ,0,0,0,0,0,0,0,3,0,0
PMC138,PMC138,WORKGROUP,"May 14, 2020 9:09:44 PM","PMC138\Christina Charles (Since: May 13, 2020 6:12:22 PM)","May 13, 2020 11:11:53 PM",72.183.143.132/192.168.1.44;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2010, Build  14.0.7015.1000",Sentinel Agent,HP,HP 829A ,HP EliteDesk 800 G3 DM 35W,8CG8312Y1Q,Intel(R) Core(TM) i5-6500T CPU @ 2.50GHz ,7.88 GB,Intel(R) HD Graphics 530,Synaptics HD Audio,NVMe SAMSUNG MZVLW256 SCSI Disk Device (238GB),,"Intel(R) Ethernet Connection (5) I219-LM,Intel(R) Dual Band Wireless-AC 8265,Bluetooth Device (Personal Area Network)",C,10:62:E5:11:8A:64 (Primary)14:4F:8A:6D:DC:7E 14:4F:8A:6D:DC:82 ,0,0,0,0,1,0,0,3,0,0
PMC141,PMC141,WORKGROUP,"May 13, 2020 3:32:06 PM","PMC141\Patricia Hausner (Since: May 11, 2020 7:31:51 PM)","May 12, 2020 12:31:28 AM",68.21.145.104/192.168.1.88;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,"Microsoft Office Standard 2010, Build  14.0.7015.1000",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"WDC  WDS250G2B0B-00YS70 (232GB),Samsung BJNB4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller #3,Bluetooth Device (Personal Area Network)",C,20:79:18:3F:73:4D (Primary)20:79:18:3F:73:51 A0:1E:0B:0D:65:40 ,0,0,0,0,1,0,4,3,0,0
PMCLPT128,PMCLPT128,WORKGROUP,"May 16, 2020 1:32:14 AM","PMCLPT128\Janet Stehling (Since: May 14, 2020 1:45:36 AM)","May 14, 2020 6:44:46 AM",136.40.99.82/192.168.231.158;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.836,"Microsoft Office Standard 2010, Build  15.0.4603.1000",Sentinel Agent,HP,HP 83B2 ,HP EliteBook 850 G5,5CG81631PW,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz ,7.85 GB,Intel(R) UHD Graphics 620,Intel(R) Display Audio,KXG50ZNV256G TOSHIBA (238GB),,"Intel(R) Ethernet Connection (4) I219-V,Intel(R) Dual Band Wireless-AC 8265",C,00:60:73:00:00:00 34:41:5D:E3:BE:C1 B4:B6:86:84:F8:AE (Primary),0,0,0,0,1,0,3,3,0,0
PMC125,PMC125,WORKGROUP,"March 18, 2020 5:23:46 PM","PMC125\Christina Luna (Since: Mar 18, 2020 7:51:33 AM)","March 18, 2020 12:49:23 PM",136.40.99.82/192.168.231.174;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,"Microsoft Office Professional 2007 SP3, Build  15.0.4693.1005",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 02YYK5 ,OptiPlex 7020,70WTP52,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz ,7.94 GB,NVIDIA GeForce GT 720,NVIDIA High Definition Audio,ST500DM0 02-1BD142 SCSI Disk Device (465GB),TSSTcorp DVD+-RW SN-208FB SCSI CdRom Device,Intel(R) Ethernet Connection I217-LM,C,64:00:6A:64:71:9B (Primary),0,0,0,0,1,1,0,2,0,0
PMC152,PMC152,WORKGROUP,"April 6, 2020 4:46:12 PM","PMC152\tntadmin (Since: Mar 20, 2020 1:55:05 PM)","March 20, 2020 6:54:59 PM",108.226.169.157/10.1.2.150;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:C1:6D (Primary)40:74:E0:1C:C1:71 A0:1E:0B:0F:02:23 ,0,0,0,0,1,0,1,3,0,0
PMC150,PMC150,WORKGROUP,"April 6, 2020 4:46:12 PM","PMC150\tntadmin (Since: Mar 20, 2020 1:54:58 PM)","March 20, 2020 6:54:56 PM",108.226.169.157/10.1.2.146;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:DB:EC (Primary)40:74:E0:1E:DB:F0 A0:1E:0B:0F:00:DD ,0,0,0,0,1,0,1,3,0,0
PMC151,PMC151,WORKGROUP,"April 6, 2020 4:46:14 PM","PMC151\tntadmin (Since: Mar 20, 2020 1:55:03 PM)","March 20, 2020 6:54:54 PM",108.226.169.157/10.1.2.156;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:22:83:82 (Primary)40:74:E0:22:83:86 A0:1E:0B:0F:02:21 ,0,0,0,0,1,0,1,3,0,0
PMC148,PMC148,WORKGROUP,"April 6, 2020 4:46:13 PM","PMC148\tntadmin (Since: Mar 20, 2020 1:31:44 PM)","March 20, 2020 6:31:37 PM",108.226.169.157/10.1.2.180;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:F6:90 (Primary)40:74:E0:1E:F6:94 A0:1E:0B:0F:00:2C ,0,0,0,0,1,0,1,3,0,0
PMC145,PMC145,WORKGROUP,"April 6, 2020 5:32:55 PM","PMC145\tntadmin (Since: Mar 20, 2020 1:31:33 PM)","March 20, 2020 6:31:28 PM",108.226.169.157/10.1.2.162;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:C1:04 (Primary)40:74:E0:1C:C1:08 A0:1E:0B:0F:05:36 ,0,0,0,0,1,0,1,3,0,0
PMC146,PMC146,WORKGROUP,"April 6, 2020 4:46:13 PM","PMC146\tntadmin (Since: Mar 20, 2020 1:31:37 PM)","March 20, 2020 6:31:31 PM",108.226.169.157/10.1.2.183;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:48:9D (Primary)40:74:E0:1F:48:A1 A0:1E:0B:0F:03:2E ,0,0,0,0,1,0,1,3,0,0
PMC144,PMC144,WORKGROUP,"April 6, 2020 4:46:12 PM","PMC144\tntadmin (Since: Mar 20, 2020 1:29:30 PM)","March 20, 2020 6:29:22 PM",108.226.169.157/10.1.2.179;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:C9:2E (Primary)40:74:E0:1C:C9:32 A0:1E:0B:0F:04:CB ,0,0,0,0,1,0,1,3,0,0
PMC143,PMC143,WORKGROUP,"February 29, 2020 10:30:45 PM","PMC143\tntadmin (Since: Feb 29, 2020 3:19:20 PM)","February 29, 2020 9:19:10 PM",108.226.169.157/10.1.2.134;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.592,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:CD:AC (Primary)40:74:E0:1C:CD:B0 A0:1E:0B:0E:FF:44 ,0,0,0,0,1,0,1,2,0,0
PMC147,PMC147,WORKGROUP,"April 6, 2020 4:46:15 PM","PMC147\tntadmin (Since: Mar 20, 2020 1:31:39 PM)","March 20, 2020 6:31:36 PM",108.226.169.157/10.1.2.194;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:E2:3B (Primary)40:74:E0:1E:E2:3F A0:1E:0B:0F:02:6F ,0,0,0,0,1,0,1,3,0,0
PMC149,PMC149,WORKGROUP,"April 6, 2020 4:46:12 PM","PMC149\tntadmin (Since: Mar 20, 2020 1:54:57 PM)","March 20, 2020 6:54:52 PM",108.226.169.157/10.1.2.198;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:F7:E9 (Primary)40:74:E0:1E:F7:ED A0:1E:0B:0F:01:43 ,0,0,0,0,1,0,1,3,0,0
PMC153,PMC153,WORKGROUP,"April 21, 2020 6:01:02 PM","PMC153\tntadmin (Since: Apr 21, 2020 12:23:59 PM)","April 21, 2020 5:23:28 PM",108.226.169.157/10.1.2.151;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:8E:F5 (Primary)40:74:E0:1C:8E:F9 A0:1E:0B:0F:02:A3 ,0,0,0,0,1,0,0,3,0,0
PMC160,PMC160,WORKGROUP,"April 21, 2020 5:57:21 PM","PMC160\tntadmin (Since: Apr 21, 2020 11:24:28 AM)","April 21, 2020 4:23:59 PM",108.226.169.157/10.1.2.185;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:79:0D (Primary)40:74:E0:1F:79:11 A0:1E:0B:0F:00:85 ,0,0,0,0,1,0,1,3,0,0
PMC155,PMC155,WORKGROUP,"April 21, 2020 6:00:47 PM","PMC155\tntadmin (Since: Apr 21, 2020 12:24:08 PM)","April 21, 2020 5:23:39 PM",108.226.169.157/10.1.2.171;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,24:EE:9A:FE:D2:B5 (Primary)24:EE:9A:FE:D2:B9 A0:1E:0B:0F:04:49 ,0,0,0,0,1,0,0,3,0,0
PMC159,PMC159,WORKGROUP,"April 21, 2020 5:57:18 PM","PMC159\tntadmin (Since: Apr 21, 2020 12:24:19 PM)","April 21, 2020 5:23:50 PM",108.226.169.157/10.1.2.169;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:34:09:63 (Primary)5C:87:9C:34:09:67 A0:1E:0B:0F:01:DB ,0,0,0,0,1,0,0,3,0,0
PMC156,PMC156,pmc.local,"May 18, 2020 12:52:32 AM","PMC\tweston (Since: May 14, 2020 11:25:59 AM)","May 14, 2020 2:45:26 PM",12.177.172.90/10.10.9.160;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2016, Build  16.0.4266.1001",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:9D:66 (Primary)40:74:E0:1F:9D:6A A0:1E:0B:0E:FD:B8 ,0,0,0,0,1,0,0,3,0,0
PMC154,PMC154,WORKGROUP,"April 21, 2020 6:00:55 PM","PMC154\tntadmin (Since: Apr 21, 2020 11:54:54 AM)","April 21, 2020 4:54:25 PM",108.226.169.157/192.168.168.66;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:4C:5D (Primary)40:74:E0:1F:4C:61 A0:1E:0B:0F:03:2A ,0,0,0,0,1,0,0,3,0,0
PMC158,PMC158,WORKGROUP,"April 21, 2020 5:57:25 PM","PMC158\tntadmin (Since: Apr 21, 2020 12:24:16 PM)","April 21, 2020 5:23:47 PM",108.226.169.157/10.1.2.186;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:31:12:EE (Primary)5C:87:9C:31:12:F2 A0:1E:0B:0E:FE:AD ,0,0,0,0,1,0,0,3,0,0
PMCLPT124,PMCLPT124,WORKGROUP,"May 14, 2020 8:53:46 PM","PMCLPT124\Training (Since: May 13, 2020 2:51:43 PM)","May 13, 2020 7:50:07 PM",67.204.2.34/10.16.100.57;,Preferred Management Corporation,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Sentinel Agent,HP,HP 837B ,HP ProBook 440 G5,5CD8151VTJ,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz ,3.9 GB,Intel(R) HD Graphics 620,Intel(R) Display Audio,TOSHIBA MQ01ACF050 (465GB),,"Realtek RTL8822BE 802.11ac PCIe Adapter,Realtek PCIe GBE Family Controller",C,10:E7:C6:EC:12:A2 5C:EA:1D:54:95:55 (Primary),0,0,0,0,0,0,3,3,0,0
