Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
MULESHOEVH1,MULESHOEVH1,WORKGROUP,"May 28, 2020 2:55:49 AM","MULESHOEVH1\Administrator (Since: May 12, 2020 8:53:31 PM)","May 13, 2020 1:52:43 AM",66.252.219.66/10.173.0.133;10.173.0.175;,Mulshoe Area Medical Center,Server,Microsoft Windows Server 2012 R2 Standard  x64,6.3,9600,N/A,,Dell Inc.,Dell Inc. 0599V5 ,PowerEdge R730xd,9BV8C42,2x Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz ,255.91 GB,Microsoft Basic Display Adapter,N/A,"DELL PERC H730P Mini SCSI Disk Device (2791GB),DELL PERC H730P Mini SCSI Disk Device (558GB)",,"Broadcom NetXtreme Gigabit Ethernet,Intel(R) Gigabit 4P I350-t Adapter,Intel(R) Gigabit 4P I350-t Adapter #2,Intel(R) Gigabit 4P I350-t Adapter #3,Intel(R) Gigabit 4P I350-t Adapter #4,Hyper-V Virtual Ethernet Adapter #2",C,A0:36:9F:A2:61:4C A0:36:9F:A2:61:4D A0:36:9F:A2:61:4E A0:36:9F:A2:61:4F C8:1F:66:F5:62:15 C8:1F:66:F5:62:16 C8:1F:66:F5:62:17 (Primary)C8:1F:66:F5:62:18 ,0,0,0,0,1,4,37,1,0,0
MAH114,MAH114,mahdtx.org,"May 28, 2020 2:55:52 AM","MAHDTX\rgriffin (Since: May 26, 2020 7:54:58 AM)","May 26, 2020 12:51:28 PM",66.252.219.171/192.168.127.124;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,LENOVO,LENOVO   ,10AU002PUS,PB0055A4,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz ,15.82 GB,Intel(R) HD Graphics 4400,Realtek High Definition Audio,ATA WDC WD5000AAKX-0 SCSI Disk Device (465GB),PLDS DVD-RW DH16AESH SCSI CdRom Device,Realtek PCIe GBE Family Controller,C,44:8A:5B:08:45:DF (Primary),0,0,0,0,1,0,0,2,0,2
LOANER1,LOANER1,mahdtx.org,"May 26, 2020 10:13:41 PM","MAHDTX\lprovence (Since: May 21, 2020 2:43:10 PM)","May 26, 2020 2:48:05 PM",66.252.219.66/10.173.0.125;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 02K3Y4 ,Latitude E6510,9NM5ZN1,Intel(R) Core(TM) i5 CPU M 450 @ 2.40GHz ,3.8 GB,LogMeIn Mirror Driver,IDT High Definition Audio CODEC,TOSHIBA MK1655GSX (149GB),TSSTcorp DVD-ROM TS-U333A,"Intel(R) 82577LM Gigabit Network Connection,DW1520 Wireless-N WLAN Half-Mini Card,Bluetooth Device (Personal Area Network)",C,1C:65:9D:03:59:E7 5C:26:0A:02:AD:55 (Primary)C0:CB:38:2F:D7:E6 ,0,0,0,0,1,0,0,1,0,1
MAHLP110,MAHLP110,mahdtx.org,"May 28, 2020 2:55:52 AM","MAHDTX\kcovey (Since: May 14, 2020 10:07:03 AM)","May 14, 2020 1:48:16 PM",66.252.219.171/192.168.127.122;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Sentinel Agent,Dell Inc.,Dell Inc. 02HVPD ,Inspiron 5758,FPD1Z52,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz ,7.91 GB,Intel(R) HD Graphics 5500,Realtek High Definition Audio,ST1000LM 024 HN-M101MBB SCSI Disk Device (931GB),HL-DT-ST DVD+-RW GU90N SCSI CdRom Device,"Realtek PCIe FE Family Controller,Intel(R) Dual Band Wireless-AC 3160,Bluetooth Device (Personal Area Network)",C,20:47:47:C6:93:09 (Primary)E4:F8:9C:C6:5D:F9 E4:F8:9C:C6:5D:FD ,0,0,0,0,1,0,0,2,0,0
MAHLP101,MAHLP101,mahdtx.org,"May 27, 2020 11:41:02 PM","MAHDTX\cmiller (Since: Mar 26, 2020 2:38:06 PM),MAHDTX\kburk (Since: Mar 26, 2020 2:42:31 PM)","March 26, 2020 7:34:36 PM",66.252.219.66/10.173.0.130;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.592,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 02HVPD ,Inspiron 5758,12B2Z52,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz ,7.91 GB,Intel(R) HD Graphics 5500,Realtek High Definition Audio,ST1000LM 024 HN-M101MBB SCSI Disk Device (931GB),PLDS DVD+-RW DU-8A5LH SCSI CdRom Device,"Realtek PCIe FE Family Controller,Intel(R) Dual Band Wireless-AC 3160,Bluetooth Device (Personal Area Network)",C,20:47:47:B2:90:23 (Primary)E4:F8:9C:C4:AC:ED E4:F8:9C:C4:AC:F1 ,0,0,0,0,1,0,1,2,0,0
MAH115,MAH115,mahdtx.org,"May 28, 2020 2:55:49 AM","MAHDTX\Acervantes (Since: May 4, 2020 1:34:21 PM),MAHDTX\mfranco (Since: May 18, 2020 1:28:44 PM)","May 4, 2020 4:26:34 PM",66.252.219.66/10.173.0.103;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,N/A,Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:67:DD F4:D1:08:D7:B0:4F (Primary)F4:D1:08:D7:B0:53 ,0,0,0,0,1,0,1,2,0,0
MAH117,MAH117,mahdtx.org,"May 28, 2020 2:55:49 AM","MAH117\tntadmin (Since: May 2, 2020 2:39:45 PM)","May 20, 2020 8:09:30 PM",66.252.219.66/10.173.0.142;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6E:FD F4:D1:08:D5:DD:2E (Primary)F4:D1:08:D5:DD:32 ,0,0,0,0,1,0,0,3,0,0
MAH116,MAH116,mahdtx.org,"May 28, 2020 2:55:49 AM","MAHDTX\dfleenor (Since: May 21, 2020 8:06:46 AM)","May 21, 2020 1:51:03 AM",66.252.219.66/10.173.0.141;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:0F:B2 (Primary)20:79:18:B6:0F:B6 A0:1E:0B:0D:66:23 ,0,0,0,0,1,0,0,3,0,0
MAH119,MAH119,mahdtx.org,"May 28, 2020 2:55:51 AM","MAH119\tntadmin (Since: May 2, 2020 2:51:58 PM)","May 15, 2020 3:12:37 PM",66.252.219.66/10.173.0.107;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:66:92 F4:D1:08:D7:DD:7C (Primary)F4:D1:08:D7:DD:80 ,0,0,0,0,1,0,0,2,0,0
MAH118,MAH118,mahdtx.org,"April 14, 2020 4:47:27 PM","MAHDTX\cmiller (Since: Mar 12, 2020 11:37:27 AM)","April 13, 2020 2:39:13 PM",66.252.219.66/10.173.0.143;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6D:F3 F4:D1:08:D5:E0:7B (Primary)F4:D1:08:D5:E0:7F ,0,0,0,0,1,0,1,3,0,0
MAH120,MAH120,WORKGROUP,"December 12, 2019 6:38:33 PM","MAH120\tntadmin (Since: Dec 12, 2019 12:35:48 PM)","December 12, 2019 6:35:16 PM",108.226.169.157/10.1.2.179;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.535,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:A5:1C:CF (Primary)20:79:18:A5:1C:D3 A0:1E:0B:0D:6A:EF ,0,0,0,0,1,0,0,2,0,0
MAH121,MAH121,mahdtx.org,"May 28, 2020 2:55:52 AM","MAHDTX\bclark (Since: May 7, 2020 1:38:50 PM)","May 2, 2020 7:51:30 PM",66.252.219.66/10.173.1.113;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B0:45:82 (Primary)20:79:18:B0:45:86 A0:1E:0B:0D:6A:EB ,0,0,0,0,1,0,1,3,0,0
MAH123,MAH123,mahdtx.org,"February 13, 2020 5:16:40 PM","MAHDTX\hquick (Since: Feb 9, 2020 4:46:33 PM)","February 7, 2020 7:39:57 PM",66.252.219.66/10.173.1.103;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.592,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,NEO-N4-SSD-240GB (223GB),,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:AE:3F:8F (Primary)20:79:18:AE:3F:93 A0:1E:0B:0D:6E:BD ,0,0,0,0,1,0,0,1,0,0
MAH122,MAH122,mahdtx.org,"February 10, 2020 5:11:46 PM","MAHDTX\Mdurben (Since: Jan 30, 2020 12:37:19 PM),MAHDTX\sgarcia (Since: Feb 4, 2020 6:32:31 PM),MAHDTX\Hgomez (Since: Feb 6, 2020 7:09:11 PM)","January 29, 2020 1:10:41 PM",66.252.219.66/10.173.0.131;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.592,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:A5:5A:A0 (Primary)20:79:18:A5:5A:A4 A0:1E:0B:0D:66:2C ,0,0,0,0,1,0,0,2,0,0
MAH124,MAH124,mahdtx.org,"May 28, 2020 2:55:52 AM","MAHDTX\cmiller (Since: May 19, 2020 2:46:27 PM)","May 18, 2020 8:28:30 PM",66.252.219.66/10.173.0.118;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B0:45:32 (Primary)20:79:18:B0:45:36 A0:1E:0B:0D:6A:39 ,0,0,0,0,1,0,0,3,0,0
MAHTAB100,MAHTAB100,mahdtx.org,"February 16, 2020 1:58:24 AM","MAHTAB100\Kristin Benavidez (Since: Feb 11, 2020 2:10:07 PM)","February 11, 2020 8:07:20 PM",64.90.157.104/172.16.178.46;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1803,17134.1069,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,HP,HP 82CB ,HP Spectre x2 Detachable 12-c0XX,5CD74681T7,Intel(R) Core(TM) i7-7560U CPU @ 2.40GHz ,7.86 GB,Intel(R) Iris(R) Plus Graphics 640,Intel(R) Display Audio,KXG50ZNV256G TOSHIBA (238GB),,"Intel(R) Dual Band Wireless-AC 8265,Bluetooth Device (Personal Area Network)",C,F8:63:3F:42:86:C8 (Primary)F8:63:3F:42:86:CC ,0,0,0,0,1,0,1,3,1,2
MAHLP104,MAHLP104,mahdtx.org,"May 27, 2020 6:15:31 PM","MAHDTX\kgarner (Since: Apr 27, 2020 8:06:22 AM)","April 24, 2020 9:51:22 PM",66.252.219.171/192.168.127.123;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 02HVPD ,Inspiron 5758,4S61Z52,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz ,7.91 GB,Intel(R) HD Graphics 5500,Realtek High Definition Audio,ST1000LM 024 HN-M101MBB SCSI Disk Device (931GB),HL-DT-ST DVD+-RW GU90N SCSI CdRom Device,"Realtek PCIe FE Family Controller,Intel(R) Dual Band Wireless-AC 3160,Bluetooth Device (Personal Area Network)",C,20:47:47:BB:18:39 (Primary)E4:F8:9C:C6:5E:CB E4:F8:9C:C6:5E:CF ,0,0,0,0,1,0,1,3,0,0
MAH125,MAH125,mahdtx.org,"May 28, 2020 2:55:52 AM","MAHDTX\cmiller (Since: May 20, 2020 3:13:24 PM)","May 20, 2020 8:12:25 PM",66.252.219.66/10.173.0.198;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",DVD RW USB Device,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6E:21 F4:D1:08:D7:12:70 (Primary)F4:D1:08:D7:12:74 ,0,0,0,0,1,0,0,3,0,0
MAH126,MAH126,mahdtx.org,"May 28, 2020 2:55:49 AM","MAHDTX\ranzaldua (Since: May 24, 2020 10:01:13 AM)","May 23, 2020 10:04:33 PM",66.252.219.66/10.173.1.112;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:A4:BB:13 (Primary)20:79:18:A4:BB:17 A0:1E:0B:0D:6F:96 ,0,0,0,0,1,0,0,3,0,0
MAH127,MAH127,mahdtx.org,"May 28, 2020 2:55:53 AM","MAHDTX\bgonzalez (Since: May 11, 2020 8:12:33 AM)","May 11, 2020 1:11:53 PM",66.252.219.66/10.173.0.197;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:9C:1E:D6 (Primary)20:79:18:9C:1E:DA A0:1E:0B:0D:6B:D8 ,0,0,0,0,1,0,1,3,0,0
MAH128,MAH128,mahdtx.org,"May 28, 2020 2:55:49 AM","MAHDTX\clozano (Since: May 27, 2020 8:10:47 AM)","May 27, 2020 10:03:29 PM",66.252.219.66/10.173.0.189;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6E:69 F4:D1:08:D5:BE:F2 (Primary)F4:D1:08:D5:BE:F6 ,0,0,0,0,1,0,0,2,0,0
MAH129,MAH129,mahdtx.org,"May 28, 2020 2:55:52 AM","MAHDTX\shawkins (Since: May 27, 2020 11:13:35 AM)","May 26, 2020 12:53:13 PM",66.252.219.66/10.173.0.138;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:A4:C2:43 (Primary)20:79:18:A4:C2:47 A0:1E:0B:0D:6F:94 ,0,0,0,0,1,0,0,3,0,0
MAH130,MAH130,mahdtx.org,"May 28, 2020 2:55:52 AM","MAHDTX\kfrost (Since: May 21, 2020 12:53:00 PM)","May 21, 2020 5:04:00 PM",66.252.219.66/10.173.0.199;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6D:0F F4:D1:08:D5:39:C3 (Primary)F4:D1:08:D5:39:C7 ,0,0,0,0,1,0,0,3,0,0
MAH131,MAH131,mahdtx.org,"April 8, 2020 2:08:14 PM","MAHDTX\Acervantes (Since: Mar 16, 2020 8:27:14 AM),MAHDTX\mfranco (Since: Mar 16, 2020 11:37:40 AM)","March 17, 2020 6:36:44 PM",66.252.219.66/10.173.0.164;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:67:0C F4:D1:08:D8:27:F5 (Primary)F4:D1:08:D8:27:F9 ,0,0,0,0,1,0,0,3,0,0
MAH132,MAH132,mahdtx.org,"May 28, 2020 2:55:52 AM","MAHDTX\kfrost (Since: May 7, 2020 1:52:10 PM),MAHDTX\Acervantes (Since: May 11, 2020 3:34:11 PM)","May 18, 2020 6:41:27 PM",66.252.219.66/10.173.1.121;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:A4:FE:48 (Primary)20:79:18:A4:FE:4C A0:1E:0B:0D:6F:0B ,0,0,0,0,1,0,0,2,0,0
MAH134,MAH134,mahdtx.org,"May 28, 2020 2:55:49 AM","MAHDTX\kcovey (Since: May 14, 2020 9:48:20 AM),MAHDTX\Kneely (Since: May 20, 2020 8:07:35 AM)","May 14, 2020 1:37:03 AM",66.252.219.171/192.168.127.127;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:A4:B7:F8 (Primary)20:79:18:A4:B7:FC A0:1E:0B:0D:6E:35 ,0,0,0,0,1,0,0,3,0,0
MAH133,MAH133,mahdtx.org,"May 28, 2020 2:55:49 AM","MAHDTX\sscolley (Since: May 26, 2020 11:08:35 AM)","May 26, 2020 4:07:35 PM",66.252.219.66/10.173.0.187;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6E:2F F4:D1:08:D5:C6:E5 (Primary)F4:D1:08:D5:C6:E9 ,0,0,0,0,1,0,0,3,0,0
MAH136,MAH136,mahdtx.org,"May 28, 2020 2:55:53 AM","MAHDTX\jmendoza (Since: May 18, 2020 9:22:39 AM)","May 18, 2020 2:22:02 PM",66.252.219.171/192.168.127.138;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B5:FD:4C (Primary)20:79:18:B5:FD:50 A0:1E:0B:0D:6B:D7 ,0,0,0,0,1,0,0,3,0,0
MAH137,MAH137,mahdtx.org,"May 28, 2020 2:55:49 AM","MAH137\tntadmin (Since: May 2, 2020 3:20:36 PM)","May 14, 2020 9:52:09 PM",66.252.219.171/192.168.127.141;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Sentinel Agent,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6D:3C F4:D1:08:D8:41:D6 (Primary)F4:D1:08:D8:41:DA ,0,0,0,0,1,0,0,3,0,0
MAH138,MAH138,WORKGROUP,"February 6, 2020 9:51:11 PM","MAH138\tntadmin (Since: Feb 6, 2020 10:46:39 AM)","February 6, 2020 4:46:26 PM",66.252.219.66/10.173.0.118;,Mulshoe Area Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.535,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6D:ED F4:D1:08:D7:7D:87 (Primary)F4:D1:08:D7:7D:8B ,0,0,0,0,1,0,2,3,0,0
