Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
H-IT-C1,H-IT-C1,local.ecmh.org,"May 27, 2020 6:15:30 PM","LOCAL\lthurmond (Since: May 20, 2020 5:24:42 PM)","May 20, 2020 10:22:43 PM",199.66.150.227/10.12.11.137;,El Campo Memorial Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2010, Build  15.0.4569.1506",Symantec Endpoint Protection,Hewlett-Packard,Foxconn 2ABF ,HP Pro3500 Series,MXL333075Y,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz ,7.89 GB,Intel(R) HD Graphics,Realtek High Definition Audio,ST500DM002-1BD142 (465GB),hp DVD-RAM GHA3N,Realtek PCIe GBE Family Controller,C,74:46:A0:A3:B0:08 (Primary),0,0,0,0,1,0,0,3,0,2
H-IT-C2,H-IT-C2,local.ecmh.org,"May 27, 2020 10:53:48 PM","LOCAL\sbeechwood (Since: May 15, 2020 11:57:40 AM)","May 14, 2020 12:24:45 AM",199.66.150.227/169.254.227.230;10.12.11.236;,El Campo Memorial Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2010, Build  14.0.7015.1000",Symantec Endpoint Protection,,ASUSTeK COMPUTER INC. H110M-E/M.2 ,N/A,N/A,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz ,7.87 GB,Intel(R) HD Graphics 630,Intel(R) Display Audio,WDC WD10EZEX-22MFCA0 (931GB),ASUS DRW-24F1ST   c,Realtek PCIe GBE Family Controller,C,02:00:4C:4F:4F:50 B0:6E:BF:5C:59:43 (Primary),0,0,0,0,1,0,0,3,0,0
H-AP-C4,H-AP-C4,local.ecmh.org,"May 27, 2020 10:53:47 PM","LOCAL\mlongoria (Since: May 14, 2020 8:08:07 AM)","May 14, 2020 1:06:24 PM",199.66.150.227/10.12.12.238;,El Campo Memorial Hospital,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Standard 2010, Build  15.0.4693.1005",Symantec Endpoint Protection,HP,HP 805D ,HP ProDesk 600 G2 MT,MXL61214BB,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz ,7.88 GB,Intel(R) HD Graphics 530,Realtek High Definition Audio,"ST500DM0 02-1BD142 SCSI Disk Device (465GB),Verbatim STORE N GO USB Device (7GB)",hp TSST DVDRW  SU-208HB SCSI CdRom Device,Intel(R) Ethernet Connection (2) I219-LM,C,48:0F:CF:47:17:00 (Primary),0,0,0,0,1,0,0,2,0,1
C-MB-C06,C-MB-C06,local.ecmh.org,"May 27, 2020 10:53:47 PM","LOCAL\khardeway (Since: May 27, 2020 6:08:44 AM)","May 26, 2020 3:49:38 PM",199.66.150.227/10.12.11.35;,El Campo Memorial Hospital,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Standard 2010, Build  15.0.4693.1005",Symantec Endpoint Protection,HP,HP 805D ,HP ProDesk 600 G2 MT,MXL61214BQ,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz ,3.88 GB,Intel(R) HD Graphics 530,Realtek High Definition Audio,ST500DM0 02-1BD142 SCSI Disk Device (465GB),hp TSST DVDRW  SU-208HB SCSI CdRom Device,Intel(R) Ethernet Connection (2) I219-LM,C,48:0F:CF:47:16:FF (Primary),0,0,0,0,0,0,1,7,0,5
H-CARDIO,H-CARDIO,local.ecmh.org,"May 27, 2020 10:53:48 PM","LOCAL\rfernandez (Since: May 26, 2020 6:14:07 PM)","May 25, 2020 12:00:22 PM",199.66.150.227/10.12.12.159;,El Campo Memorial Hospital,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.836,"Microsoft Office Standard 2016, Build  16.0.4266.1001",Symantec Endpoint Protection,,ASUSTeK COMPUTER INC. PRIME B360M-A ,N/A,N/A,Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz ,15.85 GB,Intel(R) UHD Graphics 630,Intel(R) Display Audio,WDC WD10EZEX-08WN4A0 (931GB),ASUS DRW-24F1ST   d,Realtek PCIe GBE Family Controller,C,4C:ED:FB:CB:C0:09 (Primary),0,0,0,0,0,0,0,2,0,0
NP-HULSEY,NP-HULSEY,local.ecmh.org,"May 27, 2020 10:53:48 PM","LOCAL\dhulsey (Since: May 24, 2020 7:09:06 AM)","May 15, 2020 10:59:36 PM",192.24.101.90/192.168.1.117;,El Campo Memorial Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2016, Build  16.0.4266.1001",Symantec Endpoint Protection,LENOVO,LENOVO 20NB005MUS ,20NB005MUS,PF1RFT3A,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz ,7.85 GB,Intel(R) UHD Graphics 620,Intel(R) Display Audio,INTEL SSDSC2BF240A4H (223GB),,"Realtek PCIe GBE Family Controller,Intel(R) Wireless-AC 9260 160MHz",C,58:A0:23:B2:C6:1D 98:FA:9B:3E:1D:51 (Primary),0,0,0,0,0,0,0,2,0,0
H-PHARMACIST,H-PHARMACIST,local.ecmh.org,"May 20, 2020 6:12:50 PM","LOCAL\alewis (Since: Mar 19, 2020 11:08:49 AM)","March 16, 2020 5:03:10 PM",23.91.218.170/192.168.1.146;,El Campo Memorial Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,"Microsoft Office Standard 2016, Build  16.0.4266.1001",Symantec Endpoint Protection,LENOVO,LENOVO 20NB005MUS ,20NB005MUS,PF1RWB7F,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz ,7.85 GB,Intel(R) UHD Graphics 620,Intel(R) Display Audio,INTEL SSDSC2KW256G8 (238GB),,"Realtek PCIe GbE Family Controller,Intel(R) Wireless-AC 9260 160MHz,Bluetooth Device (Personal Area Network)",C,00:60:73:1B:7C:6A 98:FA:9B:61:AE:C3 (Primary)D4:D2:52:94:F8:AE D4:D2:52:94:F8:B2 ,0,0,0,0,0,0,3,2,0,5
H-ADMITTING-C2,H-ADMITTING-C2,local.ecmh.org,"May 27, 2020 10:53:49 PM","LOCAL\trubesh (Since: May 21, 2020 7:00:49 AM)","May 20, 2020 9:46:06 PM",199.66.150.227/10.12.3.100;,El Campo Memorial Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2010, Build  14.0.7015.1000",Symantec Endpoint Protection,HP,HP 805D ,HP ProDesk 600 G2 MT,2UA6121DSQ,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz ,7.88 GB,Intel(R) HD Graphics 530,Realtek High Definition Audio,WD      WD5000AAKX-60U6A SCSI Disk Device (465GB),hp HLDS DVDRW  GUD0N SCSI CdRom Device,Intel(R) Ethernet Connection (2) I219-LM,C,48:0F:CF:42:AC:E7 (Primary),0,0,0,0,0,0,0,3,0,1
DESKTOP-5GGCHTB,DESKTOP-5GGCHTB,local.ecmh.org,"May 27, 2020 10:53:46 PM","LOCAL\ssupak (Since: May 27, 2020 7:09:38 AM)","May 13, 2020 5:22:40 AM",199.66.150.227/10.12.13.3;,El Campo Memorial Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2010, Build  14.0.7015.1000",Symantec Endpoint Protection,LENOVO,LENOVO 20H50048US ,20H50048US,PF0ZBB94,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz ,7.91 GB,Intel(R) HD Graphics 620,Conexant SmartAudio HD,WDC WD5000LPLX-08ZNTT0 (465GB),PLDS DVD-RW DA8A6SH,"Qualcomm Atheros QCA9377 Wireless Network Adapter,Realtek PCIe GbE Family Controller",C,8C:16:45:01:88:39 98:22:EF:C8:DB:2B (Primary),0,0,0,0,0,0,0,3,0,0
NURSECALL,NURSECALL,local.ecmh.org,"May 27, 2020 10:53:48 PM","LOCAL\westcall (Since: Mar 23, 2018 9:40:51 AM),LOCAL\carson (Since: Sep 17, 2019 2:53:59 PM),LOCAL\msutti (Since: Mar 17, 2020 4:41:39 PM)","May 19, 2020 10:20:31 PM",199.66.150.227/10.12.1.41;,El Campo Memorial Hospital,Server,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,N/A,,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-56 4d e6 65 4f 46 b5 6e-ad 50 21 d4 61 4c f4 43,2x Intel(R) Xeon(R) CPU X5650 @ 2.67GHz ,12 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (249GB),NECVMWar VMware IDE CDR10 ATA Device,Intel(R) PRO/1000 MT Network Connection,C,00:0C:29:4C:F4:43 (Primary),0,0,1,0,1,1,17,55,0,0
MCAFEESERVER,MCAFEESERVER,local.ecmh.org,"May 19, 2020 4:12:55 AM","LOCAL\sbeechwood (Since: Mar 17, 2020 12:22:52 PM),LOCAL\carson (Since: May 5, 2020 8:34:14 AM)","January 16, 2020 8:04:50 PM",199.66.150.227/10.12.1.40;,El Campo Memorial Hospital,Server,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,N/A,,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-56 4d f4 d3 61 88 c0 28-6f 3d 2b 48 2e 1b 5e dd,2x Intel(R) Xeon(R) CPU X5650 @ 2.67GHz ,4 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (219GB),NECVMWar VMware IDE CDR10 ATA Device,Intel(R) PRO/1000 MT Network Connection,C,00:0C:29:1B:5E:DD (Primary),0,0,1,1,1,0,1,5,0,0
ECMH-COMPRESS,ECMH-COMPRESS,local.ecmh.org,"May 27, 2020 10:53:48 PM","LOCAL\srwooster (Since: May 20, 2020 4:32:28 PM),LOCAL\tntbackup (Since: May 22, 2020 8:36:29 AM)","May 19, 2020 6:03:20 AM",199.66.150.227/10.12.1.124;,El Campo Memorial Hospital,Server,Microsoft Windows Server 2008 R2 Enterprise SP1 x64,6.1,7601,N/A,Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0NX642 ,PowerEdge 2900,C1NVRH1,Intel(R) Xeon(R) CPU X5460 @ 3.16GHz ,5.99 GB,LogMeIn Mirror Driver,N/A,DELL PERC 6/i SCSI Disk Device (696GB),"ELBY CLONEDRIVE SCSI CdRom Device,PLDS DVD-ROM DH-16D3S ATA Device","Broadcom BCM5708C NetXtreme II GigE (NDIS VBD Client),Broadcom BCM5708C NetXtreme II GigE (NDIS VBD Client) #2",C,00:1E:C9:F2:A7:4A (Primary)00:1E:C9:F2:A7:4C ,0,0,1,1,1,0,5,3,0,2
ECMHDATA,ECMHDATA,local.ecmh.org,"May 27, 2020 10:53:47 PM","LOCAL\srwooster (Since: May 21, 2020 9:59:44 PM),LOCAL\tntbackup (Since: May 22, 2020 8:38:17 AM)","May 22, 2020 2:45:51 AM",199.66.150.227/192.168.0.22;10.12.1.35;,El Campo Memorial Hospital,Server,Microsoft Windows Server 2012 R2 Standard  x64,6.3,9600,N/A,Symantec Endpoint Protection,HP,HP ProLiant DL380 Gen9 ,ProLiant DL380 Gen9,MXQ62701MK,2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz ,63.87 GB,Matrox G200eh (HP) WDDM 1.2,N/A,"HP LOGICAL VOLUME SCSI Disk Device (4191GB),HP LOGICAL VOLUME SCSI Disk Device (279GB)",,"HP Ethernet 1Gb 4-port 331i Adapter #4,HP Ethernet 1Gb 4-port 331i Adapter #3,HP Ethernet 1Gb 4-port 331i Adapter,HP Ethernet 1Gb 4-port 331i Adapter #2,Hyper-V Virtual Ethernet Adapter #2",C,1C:98:EC:14:F9:B8 1C:98:EC:14:F9:B9 1C:98:EC:14:F9:BA 1C:98:EC:14:F9:BB (Primary),0,0,1,0,1,0,5,68,0,1
INTERQUAL,INTERQUAL,local.ecmh.org,"May 19, 2020 4:12:55 AM","LOCAL\msutti (Since: Mar 17, 2020 5:01:28 PM)","January 15, 2020 10:25:16 AM",199.66.150.227/10.12.2.30;,El Campo Memorial Hospital,Server,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,N/A,Symantec Endpoint Protection,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-56 4d d0 96 14 a3 e7 10-3d 34 86 f5 b7 9d fc 81,2x Intel(R) Xeon(R) CPU X5650 @ 2.67GHz ,12 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (223GB),NECVMWar VMware IDE CDR10 ATA Device,Intel(R) PRO/1000 MT Network Connection,C,00:0C:29:9D:FC:81 (Primary),0,0,1,0,0,0,0,6,0,0
ECMHWEB,ECMHWEB,local.ecmh.org,"May 27, 2020 10:53:46 PM","LOCAL\lthurmond (Since: Apr 7, 2020 11:21:53 AM)","May 19, 2020 6:07:44 AM",199.66.150.227/10.12.1.21;,El Campo Memorial Hospital,Server,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,N/A,Symantec Endpoint Protection,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,5066-0652-0522-8746-3274-6481-90,Intel(R) Xeon(R) CPU E5-2687W v4 @ 3.00GHz ,20 GB,Microsoft Hyper-V Video,N/A,Virtual HD ATA Device (300GB),Msft Virtual CD/ROM ATA Device,Microsoft Hyper-V Network Adapter #3,C,00:15:5D:0B:5C:09 (Primary),0,0,1,0,1,0,7,45,0,0
LVN-GIBSON,LVN-GIBSON,local.ecmh.org,"May 27, 2020 10:53:49 PM","LOCAL\sbeechwood (Since: May 21, 2020 10:16:50 AM)","May 21, 2020 3:15:31 PM",199.66.150.227/10.12.12.122;,El Campo Memorial Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Symantec Endpoint Protection,LENOVO,LENOVO 20NB005MUS ,20NB005MUS,PF1RWNZ0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz ,7.85 GB,Intel(R) UHD Graphics 620,Intel(R) Display Audio,INTEL SSDSC2KW256G8 (238GB),,"Realtek PCIe GbE Family Controller,Intel(R) Wireless-AC 9260 160MHz,Bluetooth Device (Personal Area Network)",C,98:FA:9B:61:B3:62 (Primary)D4:D2:52:AF:F7:3A D4:D2:52:AF:F7:3E ,0,0,0,0,0,0,0,0,0,0
