Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
BRRAPP1,BRRAPP1,brr.local,"January 19, 2021 11:30:58 AM","BRR\carson (Since: Nov 5, 2020 2:31:09 PM)","November 5, 2020 3:24:16 PM",12.229.222.18/192.168.0.14;,BRR Law,Server,Microsoft Windows Server 2016 Standard  x64,1607,14393.3986,N/A,Symantec Endpoint Protection,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,3009-9513-9677-5761-8085-0555-33,Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,16 GB,Microsoft Hyper-V Video,N/A,Microsoft Virtual Disk (149GB),,Microsoft Hyper-V Network Adapter,C,00:15:5D:02:94:03 (Primary),0,0,1,0,1,0,0,0,0,1
BRRTEMPDC,BRRTEMPDC,brr.local,"January 19, 2021 11:31:00 AM","BRR\jennifer (Since: Sep 24, 2020 7:55:27 PM)","September 24, 2020 6:52:50 PM",12.229.222.18/192.168.0.17;,BRR Law,Domain Controller,Microsoft Windows Server 2016 Standard  x64,1607,14393.3930,N/A,"@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-390",Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,6902-1863-2286-1460-6404-2153-27,Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,8 GB,Microsoft Hyper-V Video,N/A,Microsoft Virtual Disk (49GB),,Microsoft Hyper-V Network Adapter,C,00:15:5D:02:94:07 (Primary),0,0,0,0,1,0,1,0,0,1
BRRABACUS,BRRABACUS,brr.local,"January 19, 2021 11:31:00 AM","BRR\carson (Since: Jan 18, 2021 12:36:03 PM)","January 18, 2021 12:30:50 PM",12.229.222.18/192.168.0.12;,BRR Law,Server,Microsoft Windows Server 2016 Standard  x64,1607,14393.4169,N/A,"@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-390",Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,5612-9462-2425-0671-0832-5473-81,Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,32 GB,Microsoft Hyper-V Video,N/A,Microsoft Virtual Disk (500GB),,Microsoft Hyper-V Network Adapter,C,00:15:5D:02:94:02 (Primary),0,0,0,0,1,0,1,0,0,1
BRRVH1,BRRVH1,WORKGROUP,"January 19, 2021 11:30:58 AM","BRRVH1\tntadmin (Since: Jun 29, 2020 11:07:10 AM)","June 26, 2020 6:46:01 PM",12.229.222.18/192.168.0.141;,BRR Law,Server,Microsoft Windows Server 2016 Standard  x64,1607,14393.3750,N/A,"@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-390",Dell Inc.,Dell Inc. 0TWW5Y ,PowerEdge T640,8FR1HQ2,2x Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,127.69 GB,Microsoft Basic Display Adapter,N/A,DELL PERC H730P Adp SCSI Disk Device (446GB),,"Broadcom NetXtreme Gigabit Ethernet,Broadcom NetXtreme E-Series Advanced Dual-port 10GBASE-T Ethernet LOM,Broadcom NetXtreme E-Series Advanced Dual-port 10GBASE-T Ethernet LOM #2",C,00:0A:F7:D7:7F:64 (Primary)00:0A:F7:D7:7F:65 00:0A:F7:D7:7F:66 00:0A:F7:D7:7F:67 54:48:10:F8:5C:82 54:48:10:F8:5C:83 ,0,0,0,0,1,0,5,1,0,45
BRRFILESHARE1,BRRFILESHARE1,brr.local,"January 19, 2021 11:31:02 AM","BRR\carson (Since: Jun 30, 2020 8:37:49 AM)","June 26, 2020 6:49:12 PM",12.229.222.18/192.168.0.15;,BRR Law,Server,Microsoft Windows Server 2016 Standard  x64,1607,14393.3750,N/A,Symantec Endpoint Protection,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,8885-9838-5872-5220-4098-6995-96,Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,4 GB,Microsoft Hyper-V Video,N/A,Microsoft Virtual Disk (1605GB),,Microsoft Hyper-V Network Adapter,C,00:15:5D:02:94:04 (Primary),0,0,0,0,1,0,1,0,0,1
BRR106,BRR106,brr.local,"January 19, 2021 11:31:03 AM","BRR\raina (Since: Jan 18, 2021 3:43:07 PM)","January 19, 2021 4:01:20 AM",12.229.222.18/192.168.0.150;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.746,"Microsoft Office Standard 2019, Build  16.0.10369.20032",Sentinel Agent,Dell Inc.,Dell Inc. 05XGC8 ,OptiPlex 3040,BTHDXD2,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz ,7.92 GB,AMD Radeon HD 7700 Series,AMD High Definition Audio Device,ST500DM0 09-2F110A SCSI Disk Device (465GB),PLDS DVD+-RW DU-8A5LH SCSI CdRom Device,Realtek PCIe GBE Family Controller,C,18:66:DA:38:49:A9 (Primary),0,0,0,0,1,0,0,0,0,14
BRRDC1,BRRDC1,brr.local,"January 19, 2021 11:31:03 AM","BRR\jennifer (Since: Sep 24, 2020 7:45:15 PM),BRR\srwooster (Since: Oct 27, 2020 4:55:34 PM),BRR\carson (Since: Jan 6, 2021 11:57:19 AM)","September 24, 2020 6:42:52 PM",12.229.222.18/192.168.0.10;,BRR Law,Domain Controller,Microsoft Windows Server 2016 Standard  x64,1607,14393.3930,N/A,Symantec Endpoint Protection,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,3577-8124-9524-3772-7412-7615-31,Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,8 GB,Microsoft Hyper-V Video,N/A,Microsoft Virtual Disk (44GB),,Microsoft Hyper-V Network Adapter,C,00:15:5D:02:94:0E (Primary),0,0,0,0,1,0,1,0,0,0
BRR121VM,BRR121VM,brr.local,"January 19, 2021 11:30:59 AM","BRR\Rachel (Since: Jan 12, 2021 9:18:02 AM)","January 19, 2021 4:00:58 AM",12.229.222.18/192.168.0.184;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.1316,"Microsoft Office Standard 2019, Build  16.0.10370.20052",Sentinel Agent,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,6306-3197-8576-1572-6590-2314-33,Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,8 GB,Microsoft Hyper-V Video,N/A,Microsoft Virtual Disk (49GB),,Microsoft Hyper-V Network Adapter,C,00:15:5D:02:94:0B (Primary),0,0,0,0,1,0,0,0,0,0
BRR122VM,BRR122VM,brr.local,"January 19, 2021 11:31:03 AM","BRR\daniel (Since: Jan 11, 2021 11:43:37 AM)","January 19, 2021 4:00:55 AM",12.229.222.18/192.168.0.189;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.1316,"Microsoft Office Standard 2019, Build  16.0.10370.20052",Sentinel Agent,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,2912-9345-3096-6231-5548-8917-17,Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,8 GB,Microsoft Hyper-V Video,N/A,Microsoft Virtual Disk (49GB),,Microsoft Hyper-V Network Adapter,C,00:15:5D:02:94:0A (Primary),0,0,0,0,1,0,0,0,0,0
BRR123VM,BRR123VM,brr.local,"January 19, 2021 11:31:03 AM","BRR\ryan (Since: Dec 6, 2020 2:57:39 PM)","January 19, 2021 4:00:58 AM",12.229.222.18/192.168.0.190;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.1316,"Microsoft Office Standard 2019, Build  16.0.10369.20032",Sentinel Agent,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,6218-1050-7363-0660-9574-4754-58,Intel(R) Xeon(R) Gold 6128 CPU @ 3.40GHz ,8 GB,Microsoft Hyper-V Video,N/A,Microsoft Virtual Disk (49GB),,Microsoft Hyper-V Network Adapter,C,00:15:5D:02:94:09 (Primary),0,0,0,0,1,0,0,0,0,0
BRR124,BRR124,brr.local,"January 19, 2021 11:31:04 AM","BRR\Lloyd (Since: Jan 18, 2021 3:37:34 PM)","January 19, 2021 4:00:51 AM",12.229.222.18/192.168.0.116;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.746,"Microsoft Office Standard 2019, Build  16.0.10370.20052",Sentinel Agent,HP,HP 83EE ,HP ProDesk 600 G4 SFF,MXL91642DN,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz ,15.78 GB,Intel(R) UHD Graphics 630,Intel(R) Display Audio,"SK hynix BC501 HFM256GDJTNG-8310A (238GB),WDC WD10EZEX-60M2NA0 (931GB)",hp HLDS DVDRW  GUD1N,Intel(R) Ethernet Connection (7) I219-LM,C,F4:39:09:17:90:46 (Primary),0,0,0,0,1,0,0,0,0,2
BRR125,BRR125,brr.local,"January 19, 2021 11:31:03 AM","BRR\Paul (Since: Jan 18, 2021 8:51:52 AM)","January 19, 2021 4:00:48 AM",12.229.222.18/192.168.0.186;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.1316,"Microsoft Office Standard 2019, Build  16.0.10369.20032",Sentinel Agent,HP,HP 83EE ,HP ProDesk 600 G4 SFF,MXL91642JG,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz ,15.78 GB,Intel(R) UHD Graphics 630,Intel(R) Display Audio,SK hynix BC501 HFM256GDJTNG-8310A (238GB),hp HLDS DVDRW  GUD1N,Intel(R) Ethernet Connection (7) I219-LM,C,F4:39:09:17:8D:5F (Primary),0,0,0,0,1,0,0,0,0,0
BRR126,BRR126,brr.local,"January 19, 2021 11:30:57 AM","BRR\swallace (Since: Nov 13, 2020 3:12:18 PM)","January 19, 2021 4:00:44 AM",12.229.222.18/192.168.0.179;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.1316,"Microsoft Office Standard 2019, Build  16.0.10369.20032",Sentinel Agent,HP,HP 83EE ,HP ProDesk 600 G4 SFF,MXL91642LT,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz ,15.78 GB,Intel(R) UHD Graphics 630,Intel(R) Display Audio,SK hynix BC501 HFM256GDJTNG-8310A (238GB),hp HLDS DVDRW  GUD1N,Intel(R) Ethernet Connection (7) I219-LM,C,F4:39:09:17:8F:5E (Primary),0,0,0,0,1,0,0,0,0,0
BRR127,BRR127,brr.local,"January 19, 2021 11:31:01 AM","BRR\Receptionist (Since: Jan 18, 2021 7:42:01 AM)","January 19, 2021 4:00:44 AM",12.229.222.18/192.168.0.188;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.1316,"Microsoft Office Standard 2019, Build  16.0.10369.20032",Sentinel Agent,HP,HP 83EE ,HP ProDesk 600 G4 SFF,MXL91642CP,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz ,15.78 GB,Intel(R) UHD Graphics 630,Intel(R) Display Audio,SK hynix BC501 HFM256GDJTNG-8310A (238GB),hp HLDS DVDRW  GUD1N,Intel(R) Ethernet Connection (7) I219-LM,C,F4:39:09:17:8C:38 (Primary),0,0,0,0,1,0,0,0,0,0
BRR128,BRR128,brr.local,"January 19, 2021 11:30:56 AM","BRR\maryelizabeth (Since: Jan 18, 2021 11:10:32 AM)","January 19, 2021 4:00:44 AM",12.229.222.18/192.168.0.178;,BRR Law,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.1316,"Microsoft Office Standard 2019, Build  16.0.10369.20032",Sentinel Agent,HP,HP 83EE ,HP ProDesk 600 G4 SFF,MXL91642FK,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz ,15.78 GB,Intel(R) UHD Graphics 630,Intel(R) Display Audio,SK hynix BC501 HFM256GDJTNG-8310A (238GB),hp HLDS DVDRW  GUD1N,Intel(R) Ethernet Connection (7) I219-LM,C,F4:39:09:17:8B:66 (Primary),0,0,0,0,1,0,0,0,0,0
